1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	0	582	0	0	0	2
2	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	3	8	568	0	37	0	2
2	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	6	18	530	141	87	0	14
1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	2	5	652	25	0	0	37
2	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	11	0	579	0	0	0	37
1	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	2	573	0	24	0	2
2	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	2	546	167	3	0	18
1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	2	15	604	12	74	0	2
2	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	11	18	418	154	0	0	3
2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	5	10	573	0	37	0	37
0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	7	534	0	0	0	3
2	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	90	542	838	0	0	3
1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	30	7	592	0	24	0	12
0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	6	0	553	0	0	0	28
2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	2	10	544	94	73	0	2
0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	564	0	0	0	28
0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	29	0	577	0	0	0	28
1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	3	0	592	0	0	0	3
2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	4	2056	5650	2056	1	0	2
2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	2	0	567	0	0	0	38
1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	5	542	865	125	0	3
2	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	90	536	1126	-72	0	3
1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	2	10	547	779	2	0	21
2	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	12	26	592	180	0	0	3
2	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	4	519	5638	0	85	0	2
1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	10	0	582	14	0	0	3
0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	11	0	584	0	0	0	26
2	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	17	0	570	82	2	0	2
2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	5	2	653	67	21	0	2
1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	3	0	566	0	0	0	3
2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	6	0	544	0	10	0	2
1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	560	0	0	0	3
0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	6	0	548	0	0	0	10
1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	298	74	18	0	2
1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	4	8	643	19	28	0	36
2	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	4	0	565	0	0	0	37
2	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	582	0	0	0	3
1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	15	18	377	134	74	0	3
0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	12	0	572	0	0	0	10
1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	10	7	648	166	26	0	37
2	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	5	6	572	0	31	0	2
1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	3	3	555	0	10	0	2
0	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	24	514	0	16	0	3
0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	620	0	0	0	10
0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	11	553	0	0	0	3
1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	13	18	647	150	0	0	3
2	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	7	5895	5649	5895	88	0	2
0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	9	1815	5635	0	73	0	34
0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	12	0	537	0	0	0	33
0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	15	569	0	0	0	3
0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	531	0	0	0	18
2	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	2	561	0	24	0	2
2	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	90	520	901	-72	0	3
1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	10	649	31	47	0	2
2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	3	15	530	94	106	0	2
1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	2	0	555	0	7	0	3
0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	5	0	499	0	0	0	26
2	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	16	37	371	128	-118	0	3
2	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	14	8213	5636	8213	70	0	2
2	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	571	0	28	0	2
1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	6	2	575	0	20	0	2
1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	2	6	531	190	22	0	38
2	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	7	14	555	102	0	0	14
2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	30	24	562	133	0	0	14
2	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	3	14	546	94	94	0	14
2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	18	0	596	0	0	0	38
2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	15	16	565	78	52	0	2
1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	23	10	562	0	35	0	12
1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	595	54	2	0	37
2	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	2	10260	5648	10260	22	0	2
1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	11	499	976	54	0	3
0	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	8713	4868	0	7	0	3
0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	16	0	597	0	0	0	10
0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	18	0	570	0	0	0	26
1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1	2	1	627	3	83	0	3
2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	8	545	71	58	0	2
1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	2	3	551	0	7	0	2
2	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	2	587	10	6	0	13
1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	8	1	646	166	0	0	37
2	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	31	23	570	81	0	0	14
2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	2	3	666	1437	5	0	2
